figure_url,item,source,source_url,how
https://figure.nz/chart/jRrVfKRbKpV2BjoC-sFLViF1FILnKfPkb,"New Zealand hospitalisations for diseases of the musculoskeletal system and connective tissue By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-zrKFO7D4h0nEbHRW,"New Zealand hospitalisations for cellulitis By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-KWVM3yXBrs7iPYKZ,"New Zealand hospitalisations for diseases of the skin and subcutaneous tissue By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-2ovimJuqNpbAtuJA,"New Zealand hospitalisations for diseases of the nervous system By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-VFoBujYcP2YfmzRT,"New Zealand hospitalisations for bipolar affective disorder By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-Cy0LJwU2nhmckqlq,"New Zealand hospitalisations for mood (affective) disorders By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-Vc43TY1c9JfMsjlB,"New Zealand hospitalisations for depressive episodes By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-vuiQeYZh7nSKUT0i,"New Zealand hospitalisations for neurotic, stress-related and somatoform disorders By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-76CkZmvaB289LlcD,"New Zealand hospitalisations for malignant neoplasms of the respiratory and intrathoracic organs By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-i86lfYYr5dH5upe2,"New Zealand hospitalisations for malignant neoplasms of the rectum By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-3ipQBsH2DLZ6zVue,"New Zealand hospitalisations for malignant neoplasms of the digestive organs By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-w2UknMaKYNPaIe9e,"New Zealand hospitalisations for schizophrenia By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-EEaMPVMuR3vH5mEt,"New Zealand hospitalisations for malignant neoplasms of the base of the tongue By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-XrWWTzJ2FHjrXvxp,"New Zealand hospitalisations for malignant neoplasms of the colon By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-70mIYyJhI7zALtyt,"New Zealand hospitalisations for intestinal infectious diseases By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-ktVlhD6QpwSpQCdz,"New Zealand hospitalisations for neoplasms By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-CArsQMDsfEmfLrj7,"New Zealand hospitalisations for injuries to the hip and thigh By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-rpEWVjzEJMAubQzq,"New Zealand hospitalisations for malignant neoplasms of the bronchus and lung By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-18KQiHdC3HptF9qL,"New Zealand hospitalisations for injuries to the elbow and forearm By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-cAuXNNW6kHr4okdx,"New Zealand hospitalisations for injuries to the wrist and hand By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-tVLQkBXnlMFNf2mq,"New Zealand hospitalisations for injuries to the thorax By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-K9XtFcpo05p4M1ZO,"New Zealand hospitalisations for injuries to the abdomen, lower back, lumbar spine and pelvis By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-mjI4qM4B9UpfhsKc,"New Zealand hospitalisations for complications of internal orthopaedic prosthetic devices/inplants/grafts By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-kBWOzRyMNLBjHfrn,"New Zealand hospitalisations for injuries to the shoulder and upper arm By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-ADVS8Wa46lTynsDz,"New Zealand hospitalisations for complications of cardiac/vascular prosthetic devices, inplants, and grafts By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-5kY5arsSrMmmUysd,"New Zealand hospitalisations for prolonged pregnancy By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-7VpU84IaWoqp0eP0,"New Zealand hospitalisations for premature rupture of membranes By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-RHi0n3MbPbYcAUjz,"New Zealand hospitalisations for false labour By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-DFdL8JUajTajURun,"New Zealand hospitalisations for maternal care for known or suspected abnormality of the pelvic organs By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-rhfKnAXWVshvQMcS,"New Zealand hospitalisations for diabetes mellitus in pregnancy By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-4e96eckqnop8NHPy,"New Zealand hospitalisations for maternal care related to fetus/amniotic cavity/possible delivery problems By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-Iy9LhQ2Ibyck7Sn2,"New Zealand hospitalisations for medical abortion By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-QAyCOOvElTkTv1tF,"New Zealand hospitalisations for syncope and collapse By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-1iluTDSBwUxuSPt0,"New Zealand hospitalisations for spontaneous abortion By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-IRVaOMzYeHcEKcT0,"New Zealand hospitalisations for injuries to the head By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-VU5nuduiK2WOpSqr,"New Zealand hospitalisations for headache By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-6u2LiLu0h0Ps8CLf,"New Zealand hospitalisations for symptoms and signs involving cognition/perception/emotions/behaviour By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-WeC9ASC8tB2Bo6wH,"New Zealand hospitalisations for general symptoms and signs By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-1O7LyCXqIYwX0DNw,"New Zealand hospitalisations for dizziness and giddiness By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-8kc8UxymMYwPiVAX,"New Zealand hospitalisations for symptoms and signs involving the urinary system By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-8zB8RobmYXZihYLI,"New Zealand hospitalisations for symptoms and signs involving the digestive system and abdomen By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-RUu3I3CJMpBPcyUe,"New Zealand hospitalisations for nausea and vomiting By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-nm0VzNZJNfcdT0T4,"New Zealand hospitalisations for symptoms and signs involving the nervous and musculoskeletal systems By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-tzEsU16aiDoI7PAK,"New Zealand hospitalisations for cutaneous abscess, furuncle and carbuncle By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/jRrVfKRbKpV2BjoC-ECrfCt2wUnjuAOy8,"New Zealand hospitalisations for poisoning by drugs, medicaments and biological substances By DHB of residence, year ended June 2014, number of patients discharged (publicly funded) ",National Minimum Dataset: Publicly Funded Hospital Discharges - Pivot table by DHB 2013/2014,http://www.health.govt.nz/publication/publicly-funded-hospital-discharges-1-july-2013-30-june-2014,"> Downloads > Pivot tables (Excel 2013): Publicly funded hospital discharges (xlsx, 3.98 MB)"
https://figure.nz/chart/OXrvuF1ST7zfAQeJ,"Registration for select cancers in New Zealand Males, 2013, age-standardised rate per 100,000 population ","Selected Cancers 2011, 2012 & 2013",http://www.health.govt.nz/publication/selected-cancers-2011-2012-2013,"http://www.health.govt.nz/ > Publications > Selected cancers 2011, 2012, 213 > Downloads: Selected Cancers 2011, 2012 & 2013 (xlsx, 148 KB)"
https://figure.nz/chart/3Xsy4W7NO8ufM31Q,"Weight loss consultants in New Zealand By region, 2013, number of people employed ",Census: Detailed Occupation by Sex and Region 2013 (d),,This dataset was requested from Statistics New Zealand 
https://figure.nz/chart/IlzJwMUoq3rTHH1E,"Children who usually watch 2+ hours of television per day in New Zealand By District Health Board, 2011–2014 average, % of all children aged 2-14 ",New Zealand Health Survey: 2011-14 results for children for all 20 DHBs,https://www.health.govt.nz/publication/regional-results-2011-2014-new-zealand-health-survey,"At URL provided, select 'Data tables: 2011-14 results for children (aged 0 to 14 years) for all 20 DHBs' from the right-hand column. To view all raw data, right click on any tab at the bottom of the Excel screen and select 'Unhide'."
https://figure.nz/chart/zi0htbI6Pqc0N4rn-HMAN7rJi6AaHEkRI,"People employed in the medical and other health care services industry in New Zealand who are also studying 2013 Census, % of workers in each group ","Census: Incomes by qualification, study participation, age and industry 2013",,This dataset was obtained by NZIER through custom data request. Please contact info@stats.govt.nz to obtain similar data.
https://figure.nz/chart/jKQ8PMmrhhJO6ArL-je1AkrPdoJb4Kz72,"Price paid for animal health and breeding by cropping and livestock farms (excl. sheep/beef) in New Zealand 2006 Q2–2016 Q2, Farm Expense Price Index (Base 2013 Q4 = 1000) ",Farm Expense Price Index: Expense categories 1983–2016,http://stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Industry sectors > Farm Inputs - FPI > Farm expense price index - Expense categories (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/IWzQjuySCJsIw54P-2yHJAZp9590zxvaX,"Children fully immunised at age 18 months in the Hawke's Bay DHB, New Zealand By deprivation quintile, year ended June 2016, % of eligible children within group ",National Immunisation Register: Immunisation coverage data 12-month reporting period June 2016,http://www.health.govt.nz/our-work/preventative-health-wellness/immunisation/immunisation-coverage/national-and-dhb-immunisation-data,
https://figure.nz/chart/IWzQjuySCJsIw54P-c1hjMU1nt8ZRZoKj,"Children fully immunised at age 12 months in the Hawke's Bay DHB, New Zealand By deprivation quintile, year ended June 2016, % of eligible children within group ",National Immunisation Register: Immunisation coverage data 12-month reporting period June 2016,http://www.health.govt.nz/our-work/preventative-health-wellness/immunisation/immunisation-coverage/national-and-dhb-immunisation-data,
https://figure.nz/chart/IWzQjuySCJsIw54P-UslrqpVf0szhSUKL,"Children fully immunised at age 8 months in the Lakes DHB, New Zealand By deprivation quintile, year ended June 2016, % of eligible children within group ",National Immunisation Register: Immunisation coverage data 12-month reporting period June 2016,http://www.health.govt.nz/our-work/preventative-health-wellness/immunisation/immunisation-coverage/national-and-dhb-immunisation-data,
https://figure.nz/chart/Ao5wHsRYFO4zqftC-izrnZhH7xpvSqMqQ,"New Zealand children who were diagnosed with emotional or behavioural problems By sex and ethnicity, year ended June 2015, % of children (aged 2–14) within group ",New Zealand Health Survey: Child health conditions 2014/15,https://www.health.govt.nz/publication/annual-update-key-results-2014-15-new-zealand-health-survey,"At URL provided, select ""Child data tables: Health conditions"" from the right-hand column."
https://figure.nz/chart/IWzQjuySCJsIw54P-bwHOLExhyrkO3HnL,"Children fully immunised at age 6 months in the Lakes DHB, New Zealand By deprivation quintile, year ended June 2016, % of eligible children within group ",National Immunisation Register: Immunisation coverage data 12-month reporting period June 2016,http://www.health.govt.nz/our-work/preventative-health-wellness/immunisation/immunisation-coverage/national-and-dhb-immunisation-data,
https://figure.nz/chart/QEXuwHKMzHYas6PU-NH8NQz2qjce97f82,"Rate of intentional self-harm hospitalisation for people living in the Auckland DHB, New Zealand By sex and age group, 2010–2012, rate per 100,000 population ",Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,http://www.health.govt.nz/publication/suicide-facts-deaths-and-intentional-self-harm-hospitalisations-2012,"At URL provided, select 'Data tables: Suicide Facts: Deaths and intentional self-harm hospitalisations 2012 (amended 13 October 2015)' from the box to the right-hand side of the page."
https://figure.nz/chart/QEXuwHKMzHYas6PU-d6tlaFB4w0hv2OpU,"Rate of intentional self-harm hospitalisation for people living in the Whanganui DHB, New Zealand By sex and age group, 2010–2012, rate per 100,000 population ",Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,http://www.health.govt.nz/publication/suicide-facts-deaths-and-intentional-self-harm-hospitalisations-2012,"At URL provided, select 'Data tables: Suicide Facts: Deaths and intentional self-harm hospitalisations 2012 (amended 13 October 2015)' from the box to the right-hand side of the page."
https://figure.nz/chart/QEXuwHKMzHYas6PU-uddpm3j12Ec7lavr,"Rate of intentional self-harm hospitalisation for people living in the West Coast DHB, New Zealand By sex and age group, 2010–2012, rate per 100,000 population ",Suicide Facts: Deaths and intentional self-harm hospitalisations 2012,http://www.health.govt.nz/publication/suicide-facts-deaths-and-intentional-self-harm-hospitalisations-2012,"At URL provided, select 'Data tables: Suicide Facts: Deaths and intentional self-harm hospitalisations 2012 (amended 13 October 2015)' from the box to the right-hand side of the page."
https://figure.nz/chart/R4uQId6Yxo0rRBql-9MN2qfOV9jePo8cX,"Price paid by New Zealand businesses for road passenger transport services 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
https://figure.nz/chart/R4uQId6Yxo0rRBql-uZ6TCav3vIaAPTe5,"Price paid by New Zealand businesses for fish, crustaceans, and other aquatic plants and animals 2011 Q1–2016 Q3, % change from previous quarter ","Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",http://www.stats.govt.nz/infoshare/Default.aspx,"At URL provided, select 'Economic indicators > Producers Price Index - PPI > Published input commodities, Base Dec 2009 (Qrtly-Mar/Jun/Sep/Dec)'. All variables were selected to create this dataset."
