provider,dataset,title,tags,name,subtitle,url
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for cargo handling services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-MBM6YjytDSbCptJB
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016","Price paid by New Zealand businesses for fish, crustaceans, and other aquatic plants and animals",Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-wpPLp8jhpcwtwNtC
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for finance service charge,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-00lIPfV7BIfmeu9V
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for fertiliser,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-U2jkFRX3nKrNlN8W
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016","Price paid by New Zealand businesses for natural and man-made textiles and fibres, yarn, and thread",Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-5chl6lEkrTJDYNfY
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for membership services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-xDAoruelVbM192oo
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016","Price paid by New Zealand businesses for medical, photographic, and scientific equipment",Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-2nqm1AHSMSx6iCcF
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for motor vehicles and parts,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from same quarter previous year",https://figure.nz/chart/CedWte7xjTL5Y9Xt-iqTJM1ZYCYW65EZU
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016","Price paid by New Zealand businesses for water, plumbing, and drain laying services",Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-Vlrt19i2p6TdazKJ
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016","Price paid by New Zealand businesses for soap, cleaning preparations, and perfumes",Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-tqvVn5la3HnLBkRx
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for woven fabrics and made-up textile articles,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-2qQp5PRDmU4TW7Uh
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for wool,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-VemvN9ttPi1nYS5r
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for paints and varnishes,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-81Ls1yrOJ6LBhTn5
Statistics New Zealand,"Producers Price Index: Published input commodities, Base Dec 2009 (Quarterly) September 2016",Price paid by New Zealand businesses for wood and timber,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/R4uQId6Yxo0rRBql-OaKskMNawZEMMJY4
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for storage and warehousing services,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-qm4JvOddNJyoHAZy
Statistics New Zealand,"Producers Price Index: Published output commodities, Base Dec 2009 (Quarterly) September 2016",Price received by New Zealand businesses for panel products,Producers Price Index|PPI|Business Price Index|BPI|Inflation,,"2011 Q1â€“2016 Q3, % change from previous quarter",https://figure.nz/chart/vI3IY2L76B6dB8F6-7i0ZzR3pt3L5C1jj
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on transport and communication in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-KeqHA0hjWt2FRZx0
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on tertiary education in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-hSQSYVn91BJKWtJk
Statistics New Zealand,"Household Economic Survey: Expenditure Statistics, Year ended June 2016",Average weekly expenditure on food for New Zealand households,Expenses|Household|Living Cost|Food,,"By item, year ended June 2013 & 2016, NZD",https://figure.nz/chart/H0ZIkR0xAUhZOJm1
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on primary services in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-jRItaOFm6MN0mU4b
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on environmental protection in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-0zyQAOl66ff42Zfh
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,Core Crown spending on social security and welfare in New Zealand by category,Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-b495fOEnvl96V85P
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the West Coast Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-USkT49s3eL9SIYIq
The Treasury,Fiscal Time Series: Core Crown Expense Tables 2000â€“2015,"Core Crown spending on heritage, culture and recreation in New Zealand by category",Central Government|Treasury|Finance|Crown,,"Year ended June 2015, NZD millions",https://figure.nz/chart/vq48v1uPvNrm37C3-fizS5eWIk8TuxJXH
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Wellington Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-PnpiTiYqUd1XZyCH
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Waikato Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-FXOny8DDRfppm3hm
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Taranaki Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-YIT9KOrk7FRHR5q8
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Manawatu-Wanganui Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-wtBwNhPEFImF43LC
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Southland Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-z4SMQjWUdeKflIE0
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Otago Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-XTXDodlUyxDZxl19
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Northland Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-ZlWP32cHo5llkUSQ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Hawke's Bay Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-3Awu7ty5KXquXFjn
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Canterbury Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-u7ICCeYnLXJV9Njl
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Bay of Plenty Region, New Zealand",People|Industry|Employment,,"2013 Census, number of people employed",https://figure.nz/chart/CdT2zDtjnziPibPj-hlAtrWSPxx0zqF61
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Great Barrier Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-QuzNAIYxS7QUOFRJ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Albert-Eden Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-Ms8qqehBz76mWTRb
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Devonport-Takapuna Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-wzMoih9WLKF4l1HD
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Whau Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-ChQbNkzvOZqZ0E1t
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Franklin Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-ktfZe9LsEDfMrli7
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,"New Zealand businesses that have a website, homepage, or other web presence",Business Operations|ICT|Industry|Technology|Internet|Telecommunications,,"By industry, 2014, % of businesses (with 6 employees or more)",https://figure.nz/chart/qPl2M0vpI8rM2XEW-7eqfieoPss6xN2ws
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Waitemata Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-XYP9Sr64OTDFpSt8
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Waitakere Ranges Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-64sSdLc6jvrCp6hE
Statistics New Zealand,Business Operations Survey 2015,Research and development (R&D) expenditure by New Zealand businesses,Business|R&D,,"By industry, 2015, NZD millions",https://figure.nz/chart/PueUr0rP5BqQKw4a
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses that use computers,Business Operations|ICT|Industry|Technology|Internet|Telecommunications,,"By industry, 2014, % of businesses (with 6 employees or more)",https://figure.nz/chart/qPl2M0vpI8rM2XEW-87qcRflVMiKhwl35
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,Businesses who use broadband to connect to the Internet in New Zealand,Business Operations|ICT|Technology|Internet|Broadband|Telecommunications,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/mWoMJkNpflrUSBn9
Statistics New Zealand,Business Operations Survey 2015,Proportion of businesses that undertook research and development (R&D) in New Zealand,Business|R&D,,"By industry, 2015, % of businesses within industry category",https://figure.nz/chart/7CDeYuTDizv4An4Z
Statistics New Zealand,Business Operations Survey 2015,New Zealand businesses that deliver goods or services overseas by air or sea freight,Business|Industry,,"By industry, 2015, % of businesses in industry",https://figure.nz/chart/wsabjBLeWVKz1Md9
Ministry of Education,Tertiary Education: Financial Resources 2016,Government tertiary education expenditure on student loans  in New Zealand,Expenditure|Government,,"2009â€“2015, NZD millions (excluding GST)",https://figure.nz/chart/dwIl6EycvU8L3nYH-xQOqdihX9Kf1k3vx
Ministry of Education,Tertiary Education: Financial Resources 2016,Government tertiary education expenditure on scholarships  in New Zealand,Expenditure|Government,,"2009â€“2015, NZD millions (excluding GST)",https://figure.nz/chart/dwIl6EycvU8L3nYH-wqOsuhxx8lhh15wA
Ministry of Education,Tertiary Education: Financial Resources 2016,Government tertiary education expenditure on industry training  in New Zealand,Expenditure|Government,,"2009â€“2015, NZD millions (excluding GST)",https://figure.nz/chart/dwIl6EycvU8L3nYH-UWaQ6DBE66zhOJXU
Ministry of Education,Tertiary Education: Financial Resources 2016,Government tertiary education expenditure on community education  in New Zealand,Expenditure|Government,,"2009â€“2015, NZD millions (excluding GST)",https://figure.nz/chart/dwIl6EycvU8L3nYH-PpfTXvpTiqCtDDSt
Statistics New Zealand,Labour Market Statistics 1986â€“2015,Weekly earnings per full-time equivalent employee in New Zealand,Industry|Earnings|Work|Jobs,,"By industry and sex, 2015 Q3, NZD per week",https://figure.nz/chart/9CnjzKX1TPmY2lsH
Ministry of Education,Tertiary Education: Financial Resources 2016,Government tertiary education expenditure on administration activities  in New Zealand,Expenditure|Government,,"2009â€“2015, NZD millions (excluding GST)",https://figure.nz/chart/dwIl6EycvU8L3nYH-SVIBSZzwID8iiOVP
Statistics New Zealand,Labour Market Statistics 1986â€“2015,Average weekly earnings in New Zealand,Industry|Earnings|Work|Jobs,,"By industry, 2015 Q3, NZD per week",https://figure.nz/chart/oz9yxKh4kTVp5e1e
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Central Otago District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-wFKWo66kZ1kDa1RL
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Carterton District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-VVOKPB2aBXvWscN1
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Buller District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-Mejdsq5DiY98w1p1
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Central Hawke's Bay District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-KbEyXaHtNbLxDomv
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Auckland, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-5HrOJFkyAl4X7JiD
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Ashburton District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-Qd8yvEyJNdJCK7AO
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Gore District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-XbKzbZPtCWAkT8XY
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Gisborne District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-DpXXE5WA7ns34JDK
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Upper Harbour Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-JANDQK0Z5t2kAprU
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Far North District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-2VRodJCcDkoKlvsj
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Waiheke Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-q0vqEtshJBYUiUEH
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Dunedin City, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-mv6hMxC5HYdY97uf
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Puketapapa Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-j0OCq4UeqtFrXUEB
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Papakura Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-Ukmqnd2mHmLiKzrw
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Rodney Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-VaTq6xMy3NWYVDTP
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Otara-Papatoetoe Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-VYOzhujsInFcjyzT
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Orakei Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-VoLtFM55zJtDmhtQ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Maungakiekie-Tamaki Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-QFvum6TBOB5VdzUD
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Manurewa Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-C8YWs6cNpKBxIXzP
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Mangere-Otahuhu Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-mzM3y5RkOiqfpra1
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Kaipatiki Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-q0oev7dzz1LViORI
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Hibiscus and Bays Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-u5mUiHhPlayySPeQ
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Howick Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-WEHk7TQvnNttQt8y
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in the Henderson-Massey Local Board Area, Auckland, NZ",People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/n0Ram09hnRrJKH0A-WvFB9CkAfYXpQb4l
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet to receive orders for goods and/or services,Business Operations|ICT|Industry|Technology|Internet|E-Commerce,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/5HYMyRONyCnmeCyM-4FyQMxkdWDwFoqRd
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses that suffered a damaging ICT security attack in the last financial year,Business Operations|ICT|Industry|Technology|Cyber-Security,,"By industry, 2014, % of businesses that use computers (with 6 employees or more)",https://figure.nz/chart/XAv99Kpm6qQxQhCv
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses that use computer networks,Business Operations|ICT|Industry|Technology|Internet|Telecommunications,,"By industry, 2014, % of businesses (with 6 employees or more)",https://figure.nz/chart/qPl2M0vpI8rM2XEW-wqcMBIfMuZE3RoBL
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet to share information with other organisations,Business Operations|ICT|Industry|Technology|Internet,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/ww7zYkpc0uHmz0qo-evBWoASqr7ad1dny
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet to train their staff,Business Operations|ICT|Industry|Technology|Internet,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/ww7zYkpc0uHmz0qo-7NP2CKMQhzfPXqXt
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet to place orders for goods and/or services,Business Operations|ICT|Industry|Technology|Internet|E-Commerce,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/5HYMyRONyCnmeCyM-1rupdhIZ2ne2sl64
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet to share information internally,Business Operations|ICT|Industry|Technology|Internet,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/ww7zYkpc0uHmz0qo-TD5CWpsRcpt9Fwn2
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet for internal or external recruitment,Business Operations|ICT|Industry|Technology|Internet,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/ww7zYkpc0uHmz0qo-cSmI213b6WmTxn40
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in South Wairarapa District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-efFcO0I4jApOQU1P
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in South Waikato District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-FwD9ed8DDbusoHv4
Statistics New Zealand,Business Operations Survey: Module B ICT 2008â€“2014,New Zealand businesses who use the Internet for financial activities,Business Operations|ICT|Industry|Technology|Internet,,"By industry, 2014, % of businesses that use the Internet (with 6 employees or more)",https://figure.nz/chart/ww7zYkpc0uHmz0qo-HsD9jhh3JLQZ0wBq
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Southland District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-FRNXnJsHRYq6nUtT
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in South Taranaki District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-SLj0pEmLoQRDVxoc
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Selwyn District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-2kU6epc54HkEJci1
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Ruapehu District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-9kvHOscOc4S3DBSW
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Rangitikei District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-vI2Ui9yZV1zZfLka
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Rotorua District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-UJ5oAnnvi91CfFNL
Statistics New Zealand,"National Accounts (Income and Expenditure): Agriculture, Year Ended March 2016",Total output of the agriculture industry in New Zealand by commodity,Economy|National Accounts|GDP|Agriculture,,"Excl. change in livestock, year ended March 2014 & 2015, NZD billions",https://figure.nz/chart/mEwtTjooETjaDssH
Statistics New Zealand,Census: Meshblock Dataset - Individual Part 3a (absolute values) 2013,"Industries of employment for people residing in Queenstown-Lakes District, New Zealand",Work|Job|People|Employment|Industry,,"2013 Census, number of people employed",https://figure.nz/chart/RRCkp3KercDFyFfW-RApYw7ks7Dv1v454
